,Unnamed: 0,cpd_str_alert_id,molecule_chembl_id,alert.alert_id,alert.alert_name,alert.alert_set.priority,alert.alert_set.set_name,alert.smarts
18006,6,49322628,CHEMBL336173,7,R7 Peroxides,8,Glaxo,OO
1220,220,49305842,CHEMBL304064,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15186,186,49319808,CHEMBL4473013,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
10234,234,49314856,CHEMBL2288057,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16680,680,49321302,CHEMBL4168681,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
18359,359,49322981,CHEMBL375378,7,R7 Peroxides,8,Glaxo,OO
12903,903,49317525,CHEMBL3928466,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14676,676,49319298,CHEMBL94105,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
8674,674,49313296,CHEMBL1988558,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10726,726,49315348,CHEMBL2419953,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
344,344,49304966,CHEMBL25384,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
6577,577,49311199,CHEMBL1398705,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17060,60,49321682,CHEMBL2111562,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
9453,453,49314075,CHEMBL2164159,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
1253,253,49305875,CHEMBL74297,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17217,217,49321839,CHEMBL3230009,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
18416,416,49323038,CHEMBL388386,7,R7 Peroxides,8,Glaxo,OO
18726,726,49323348,CHEMBL454552,7,R7 Peroxides,8,Glaxo,OO
4492,492,49309114,CHEMBL482340,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5080,80,49309702,CHEMBL584370,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4444,444,49309066,CHEMBL465730,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2616,616,49307238,CHEMBL348187,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10435,435,49315057,CHEMBL2338757,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
3006,6,49307628,CHEMBL165625,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17426,426,49322048,CHEMBL274670,7,R7 Peroxides,8,Glaxo,OO
3181,181,49307803,CHEMBL174139,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
8154,154,49312776,CHEMBL1938417,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
526,526,49305148,CHEMBL286114,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12606,606,49317228,CHEMBL3754870,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11626,626,49316248,CHEMBL3277187,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
13204,204,49317826,CHEMBL4076703,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
8652,652,49313274,CHEMBL1987489,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4621,621,49309243,CHEMBL523417,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17306,306,49321928,CHEMBL3247757,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
12484,484,49317106,CHEMBL3685292,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
3643,643,49308265,CHEMBL224909,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
213,213,49304835,CHEMBL16673,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5778,778,49310400,CHEMBL1187937,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2484,484,49307106,CHEMBL144677,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5830,830,49310452,CHEMBL1190587,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14028,28,49318650,CHEMBL4291555,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4988,988,49309610,CHEMBL559698,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14870,870,49319492,CHEMBL169249,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
7819,819,49312441,CHEMBL1813854,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
6570,570,49311192,CHEMBL1394829,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16674,674,49321296,CHEMBL4102541,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
10909,909,49315531,CHEMBL3121349,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
19482,482,49324104,CHEMBL1198023,7,R7 Peroxides,8,Glaxo,OO
5432,432,49310054,CHEMBL1088456,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2453,453,49307075,CHEMBL142657,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
19356,356,49323978,CHEMBL1095738,7,R7 Peroxides,8,Glaxo,OO
17126,126,49321748,CHEMBL2323399,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
158,158,49304780,CHEMBL12689,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14199,199,49318821,CHEMBL4452386,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
1269,269,49305891,CHEMBL72239,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
3743,743,49308365,CHEMBL226998,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18062,62,49322684,CHEMBL142607,7,R7 Peroxides,8,Glaxo,OO
18689,689,49323311,CHEMBL471694,7,R7 Peroxides,8,Glaxo,OO
17205,205,49321827,CHEMBL3229997,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
15629,629,49320251,CHEMBL379255,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
5641,641,49310263,CHEMBL1171321,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2463,463,49307085,CHEMBL142899,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10732,732,49315354,CHEMBL2425240,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4469,469,49309091,CHEMBL475874,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12180,180,49316802,CHEMBL3577690,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
19084,84,49323706,CHEMBL536120,7,R7 Peroxides,8,Glaxo,OO
18899,899,49323521,CHEMBL495927,7,R7 Peroxides,8,Glaxo,OO
7603,603,49312225,CHEMBL1770490,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
8053,53,49312675,CHEMBL1905686,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2833,833,49307455,CHEMBL157427,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
210,210,49304832,CHEMBL17185,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
703,703,49305325,CHEMBL41403,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
8910,910,49313532,CHEMBL2001212,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11465,465,49316087,CHEMBL3249569,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16309,309,49320931,CHEMBL2368360,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
18969,969,49323591,CHEMBL478527,7,R7 Peroxides,8,Glaxo,OO
17891,891,49322513,CHEMBL322231,7,R7 Peroxides,8,Glaxo,OO
2349,349,49306971,CHEMBL136501,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
8942,942,49313564,CHEMBL2002932,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
19071,71,49323693,CHEMBL502084,7,R7 Peroxides,8,Glaxo,OO
13334,334,49317956,CHEMBL4095127,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18129,129,49322751,CHEMBL162774,7,R7 Peroxides,8,Glaxo,OO
893,893,49305515,CHEMBL50504,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5714,714,49310336,CHEMBL1178910,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10048,48,49314670,CHEMBL2281982,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14558,558,49319180,CHEMBL4637759,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5607,607,49310229,CHEMBL1160604,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4496,496,49309118,CHEMBL520088,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5023,23,49309645,CHEMBL549386,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
1802,802,49306424,CHEMBL421224,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16543,543,49321165,CHEMBL3264949,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
11529,529,49316151,CHEMBL3273393,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
6842,842,49311464,CHEMBL1494067,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11168,168,49315790,CHEMBL3193583,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18440,440,49323062,CHEMBL244523,7,R7 Peroxides,8,Glaxo,OO
5599,599,49310221,CHEMBL1159552,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15828,828,49320450,CHEMBL1089957,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
19506,506,49324128,CHEMBL1208895,7,R7 Peroxides,8,Glaxo,OO
4011,11,49308633,CHEMBL246703,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15529,529,49320151,CHEMBL342743,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
11308,308,49315930,CHEMBL3244600,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15266,266,49319888,CHEMBL483019,3,R3 Carbazides,8,Glaxo,O=CN=[N+]=[N-]
7452,452,49312074,CHEMBL1723288,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2837,837,49307459,CHEMBL352037,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
13635,635,49318257,CHEMBL4203376,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
1832,832,49306454,CHEMBL109788,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14761,761,49319383,CHEMBL94999,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
11830,830,49316452,CHEMBL3305680,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9678,678,49314300,CHEMBL2236237,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16832,832,49321454,CHEMBL48449,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
277,277,49304899,CHEMBL19482,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17805,805,49322427,CHEMBL88744,7,R7 Peroxides,8,Glaxo,OO
14702,702,49319324,CHEMBL319712,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
7144,144,49311766,CHEMBL1620152,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
1091,91,49305713,CHEMBL302880,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
1499,499,49306121,CHEMBL85935,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18560,560,49323182,CHEMBL402472,7,R7 Peroxides,8,Glaxo,OO
17737,737,49322359,CHEMBL315091,7,R7 Peroxides,8,Glaxo,OO
8662,662,49313284,CHEMBL1987999,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11585,585,49316207,CHEMBL3276377,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12552,552,49317174,CHEMBL3746143,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
13091,91,49317713,CHEMBL4060347,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12125,125,49316747,CHEMBL3426527,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
1692,692,49306314,CHEMBL328192,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14323,323,49318945,CHEMBL4522929,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14432,432,49319054,CHEMBL4567861,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9942,942,49314564,CHEMBL2269179,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12129,129,49316751,CHEMBL3526802,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15857,857,49320479,CHEMBL1270402,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
11659,659,49316281,CHEMBL3278635,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
7205,205,49311827,CHEMBL1627533,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12133,133,49316755,CHEMBL3542298,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10937,937,49315559,CHEMBL3138707,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11450,450,49316072,CHEMBL3248460,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5563,563,49310185,CHEMBL1096487,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4774,774,49309396,CHEMBL476419,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2910,910,49307532,CHEMBL349531,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4112,112,49308734,CHEMBL259560,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
19395,395,49324017,CHEMBL1082806,7,R7 Peroxides,8,Glaxo,OO
12267,267,49316889,CHEMBL3613243,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16190,190,49320812,CHEMBL2111984,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
11079,79,49315701,CHEMBL3183066,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
1570,570,49306192,CHEMBL327422,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11006,6,49315628,CHEMBL3143471,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18163,163,49322785,CHEMBL165898,7,R7 Peroxides,8,Glaxo,OO
3356,356,49307978,CHEMBL191295,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17347,347,49321969,CHEMBL3248280,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
6037,37,49310659,CHEMBL1240765,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4058,58,49308680,CHEMBL250151,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9004,4,49313626,CHEMBL2005872,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16205,205,49320827,CHEMBL2114956,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
684,684,49305306,CHEMBL285291,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
8360,360,49312982,CHEMBL1971759,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
19313,313,49323935,CHEMBL598347,7,R7 Peroxides,8,Glaxo,OO
17585,585,49322207,CHEMBL57227,7,R7 Peroxides,8,Glaxo,OO
10612,612,49315234,CHEMBL2392528,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16562,562,49321184,CHEMBL3302727,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
5384,384,49310006,CHEMBL607360,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
8695,695,49313317,CHEMBL1989288,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
8908,908,49313530,CHEMBL2001119,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
7515,515,49312137,CHEMBL1741399,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
13159,159,49317781,CHEMBL4070053,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
13295,295,49317917,CHEMBL4089465,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
13634,634,49318256,CHEMBL4203225,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2788,788,49307410,CHEMBL347033,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4337,337,49308959,CHEMBL515885,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
14025,25,49318647,CHEMBL4291429,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16190,190,49320812,CHEMBL2111984,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
13048,48,49317670,CHEMBL3976467,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
3061,61,49307683,CHEMBL167706,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5706,706,49310328,CHEMBL1178452,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
19116,116,49323738,CHEMBL536919,7,R7 Peroxides,8,Glaxo,OO
10959,959,49315581,CHEMBL3142821,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18337,337,49322959,CHEMBL385239,7,R7 Peroxides,8,Glaxo,OO
2112,112,49306734,CHEMBL124549,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15501,501,49320123,CHEMBL132579,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
15689,689,49320311,CHEMBL449005,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
14971,971,49319593,CHEMBL2221022,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
5702,702,49310324,CHEMBL1178058,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16441,441,49321063,CHEMBL3143693,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
9192,192,49313814,CHEMBL2043335,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
4972,972,49309594,CHEMBL557626,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2561,561,49307183,CHEMBL146586,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12231,231,49316853,CHEMBL3596795,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
789,789,49305411,CHEMBL44465,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
1574,574,49306196,CHEMBL328912,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9117,117,49313739,CHEMBL2010267,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
1308,308,49305930,CHEMBL308485,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11168,168,49315790,CHEMBL3193583,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
7866,866,49312488,CHEMBL1830093,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15566,566,49320188,CHEMBL163909,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
14331,331,49318953,CHEMBL4530020,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
13509,509,49318131,CHEMBL4159658,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
13587,587,49318209,CHEMBL4172360,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
1148,148,49305770,CHEMBL307542,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10411,411,49315033,CHEMBL2334236,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12613,613,49317235,CHEMBL3754877,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
7414,414,49312036,CHEMBL1712128,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15687,687,49320309,CHEMBL488844,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
7571,571,49312193,CHEMBL1766049,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
3570,570,49308192,CHEMBL376038,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
6891,891,49311513,CHEMBL1515793,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
792,792,49305414,CHEMBL43588,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17537,537,49322159,CHEMBL295064,7,R7 Peroxides,8,Glaxo,OO
14979,979,49319601,CHEMBL2260719,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
6293,293,49310915,CHEMBL1300242,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
154,154,49304776,CHEMBL12267,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
16492,492,49321114,CHEMBL3144332,5,R5 Sulphonates,8,Glaxo,"COS(=O)(=O)[C,c]"
3174,174,49307796,CHEMBL368940,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
6509,509,49311131,CHEMBL1373709,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
10108,108,49314730,CHEMBL2283557,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
18506,506,49323128,CHEMBL249911,7,R7 Peroxides,8,Glaxo,OO
6822,822,49311444,CHEMBL1486675,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9151,151,49313773,CHEMBL2024570,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
2666,666,49307288,CHEMBL149574,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
12785,785,49317407,CHEMBL3883823,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
11841,841,49316463,CHEMBL3307097,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
666,666,49305288,CHEMBL39545,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
5015,15,49309637,CHEMBL540434,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
73,73,49304695,CHEMBL273615,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
17349,349,49321971,CHEMBL3248282,6,R6 Acid anhydrides,8,Glaxo,C(=O)OC(=O)
7276,276,49311898,CHEMBL1641707,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
9435,435,49314057,CHEMBL2158185,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
13655,655,49318277,CHEMBL4205486,1,R1 Reactive alkyl halides,8,Glaxo,"[Br,Cl,I][CX4;CH,CH2]"
15054,54,49319676,CHEMBL3683958,2,R2 Acid halides,8,Glaxo,"[S,C](=[O,S])[F,Br,Cl,I]"
